title,id,genres,runtime_seconds,number_of_writers
The Green Mile (1999),tt0120689,"['Crime', 'Drama', 'Fantasy', 'Mystery']",11340.0,2.0
Predator (1987),tt0093773,"['Action', 'Adventure', 'Horror', 'Sci-Fi']",6420.0,2.0
A Night at the Roxbury (1998),tt0120770,"['Comedy', 'Music', 'Romance']",4920.0,3.0
Ed Wood (1994),tt0109707,"['Biography', 'Comedy', 'Drama']",7620.0,3.0
Aliens (1986),tt0090605,"['Action', 'Adventure', 'Horror']",8220.0,3.0
Meet the Parents (2000),tt0212338,"['Comedy', 'Romance']",6480.0,3.0
Independence Day (1996),tt0116629,"['Action', 'Adventure', 'Sci-Fi']",8700.0,2.0
Who Framed Roger Rabbit (1988),tt0096438,"['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']",6240.0,3.0
As Good as it Gets (1997),tt0119822,"['Comedy', 'Drama', 'Romance']",8340.0,2.0
Butch Cassidy and the Sundance Kid (1969),tt0064115,"['Adventure', 'Biography', 'Crime', 'Drama', 'Western']",6600.0,1.0
You're Next (2011),tt1853739,"['Drama', 'Horror', 'Mystery', 'Thriller']",5700.0,1.0
The Final Conflict (1981),tt0082377,['Horror'],6480.0,2.0
City of God (2002),tt0317248,"['Crime', 'Drama']",7800.0,2.0
Star Wars: Episode VII - The Force Awakens (2015),tt2488496,"['Action', 'Adventure', 'Sci-Fi']",8280.0,3.0
The Transporter (2002),tt0293662,"['Action', 'Crime', 'Thriller']",5520.0,2.0
Cast Away (2000),tt0162222,"['Adventure', 'Drama', 'Romance']",8580.0,1.0
Bad Boys 2 (2003),,,,
The Babadook (2014),tt2321549,"['Drama', 'Horror', 'Mystery']",5640.0,1.0
Saw (2004),tt0387564,"['Horror', 'Mystery', 'Thriller']",6180.0,2.0
Star Wars: Episode VI - The Return of the Jedi (1983),,,,
Scary Movie (2000),tt0175142,['Comedy'],5280.0,3.0
E.T. The Extra-Terrestrial (1982),tt0083866,"['Adventure', 'Family', 'Sci-Fi']",6900.0,1.0
American History X (1998),tt0120586,"['Crime', 'Drama']",7140.0,1.0
FeardotCom (2002),tt0295254,"['Crime', 'Horror', 'Thriller']",6060.0,3.0
Halloween (1978),tt0077651,"['Horror', 'Thriller']",5460.0,2.0
Along Came a Spider (2002),,,,
The Mist (2007),tt0884328,"['Horror', 'Sci-Fi', 'Thriller']",7560.0,2.0
Aladdin (1992),tt0103639,"['Animation', 'Adventure', 'Comedy']",5400.0,3.0
Pirates of the Caribbean: The Curse of the Black Pearl (2003),tt0325980,"['Action', 'Adventure', 'Fantasy']",8580.0,3.0
Men in Black (1997),tt0119654,"['Action', 'Adventure', 'Comedy']",5880.0,2.0
Eternal Sunshine of the Spotless Mind (2004),tt0338013,"['Drama', 'Romance', 'Sci-Fi']",6480.0,3.0
Ocean's Eleven (2001),tt0240772,"['Crime', 'Thriller']",6960.0,3.0
Men in Black II (2002),tt0120912,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",5280.0,3.0
Cocktail (1988),tt0094889,"['Comedy', 'Drama', 'Romance']",6240.0,1.0
The Wolf of Wall Street (2013),tt0993846,"['Biography', 'Comedy', 'Crime', 'Drama']",10800.0,2.0
The Game (1997),tt0119174,"['Drama', 'Mystery', 'Thriller']",7740.0,2.0
Red Sonja (1985),tt0089893,"['Action', 'Adventure', 'Fantasy']",5340.0,3.0
One Flew Over the Cuckoo's Nest (1975),tt0073486,['Drama'],7980.0,3.0
Freddy Got Fingered (2001),tt0240515,['Comedy'],5220.0,2.0
The Village (2004),tt0368447,"['Drama', 'Mystery', 'Thriller']",6480.0,1.0
Miller's Crossing (1990),tt0100150,"['Crime', 'Drama', 'Thriller']",6900.0,3.0
My Best Friend's Wedding (1997),tt0119738,"['Comedy', 'Drama', 'Romance']",6300.0,1.0
Iron Man 3 (2013),tt1300854,"['Action', 'Adventure', 'Sci-Fi']",7800.0,3.0
Big Daddy (1999),tt0142342,"['Comedy', 'Drama']",5580.0,3.0
Suspiria (1977),tt0076786,['Horror'],5520.0,3.0
The Passenger (1975),tt0073580,"['Drama', 'Thriller']",7560.0,3.0
The Station Agent (2003),tt0340377,"['Comedy', 'Drama']",5340.0,1.0
Jurassic Park (1993),tt0107290,"['Action', 'Adventure', 'Sci-Fi']",7620.0,2.0
Captain America: Civil War (2016),tt3498820,"['Action', 'Sci-Fi']",8820.0,3.0
A Perfect Murder (1998),tt0120787,"['Crime', 'Drama', 'Thriller']",6420.0,2.0
Analyze That (2002),tt0289848,"['Comedy', 'Crime']",5760.0,3.0
Braveheart (1995),tt0112573,"['Biography', 'Drama', 'War']",10680.0,1.0
Inception (2010),tt1375666,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",8880.0,1.0
Groundhog Day (1993),tt0107048,"['Comedy', 'Drama', 'Fantasy', 'Romance']",6060.0,2.0
The Lookout (2007),tt0427470,"['Crime', 'Drama', 'Thriller']",5940.0,1.0
21 Grams (2003),tt0315733,"['Crime', 'Drama', 'Thriller']",7440.0,1.0
Gladiator (2000),tt0172495,"['Action', 'Adventure', 'Drama']",9300.0,3.0
Midnight Cowboy (1969),tt0064665,['Drama'],6780.0,2.0
Fatal Attraction (1987),tt0093010,"['Drama', 'Thriller']",7140.0,1.0
House of Sand and Fog (2003),tt0315983,"['Crime', 'Drama']",7560.0,3.0
On Golden Pond (1981),tt0082846,['Drama'],6540.0,1.0
The Mummy (1999),tt0120616,"['Action', 'Adventure', 'Fantasy']",7440.0,3.0
The Descent (2005),tt0435625,"['Adventure', 'Horror', 'Thriller']",5940.0,1.0
Runaway Bride (1999),tt0163187,"['Comedy', 'Romance']",6960.0,2.0
Harry Potter and the Goblet of Fire (2005),tt0330373,"['Adventure', 'Family', 'Fantasy', 'Mystery']",9420.0,2.0
Gods and Generals (2003),tt0279111,"['Biography', 'Drama', 'History', 'War']",13140.0,2.0
My Father and My Son (2005),tt0476735,"['Drama', 'Family']",6720.0,1.0
X-Men 2 (2003),,,,
The Usual Suspects (1995),tt0114814,"['Crime', 'Drama', 'Mystery', 'Thriller']",6360.0,1.0
The Mask (1994),tt0110475,"['Comedy', 'Crime', 'Fantasy']",6060.0,3.0
Jaws (1975),tt0073195,"['Adventure', 'Horror', 'Thriller']",7440.0,2.0
Harry Potter and the Chamber of Secrets (2002),tt0295297,"['Adventure', 'Family', 'Fantasy', 'Mystery']",9660.0,2.0
Patton (1970),tt0066206,"['Biography', 'Drama', 'War']",10320.0,3.0
Anaconda (1997),tt0118615,"['Action', 'Adventure', 'Horror', 'Thriller']",5340.0,3.0
Twister (1996),tt0117998,"['Action', 'Adventure', 'Thriller']",6780.0,2.0
MacArthur (1977),tt0076342,"['Biography', 'Drama', 'History', 'War']",7800.0,2.0
